nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
Perry,Valerie,67,173.5,58.2,F,oui,bac+2,Hauts-de-France,non,non,1936,,3.0,0.19,2020-06-12,381.0,,500.0
Mclaughlin,David,27,169.2,81.2,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2995,divorcé,,0.36,2024-04-16,574.0,5000.0,17218.682797601425
Boyer,George,55,164.6,64.3,H,non,bac+2,Normandie,oui,non,3292,,4.0,0.31,2023-08-30,652.0,727.31,500.0
Hernandez,Scott,19,172.4,86.2,H,non,aucun,Bretagne,oui,oui,3263,célibataire,,0.97,2023-02-17,,10000.0,500.0
Long,Seth,37,178.1,61.3,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,2991,marié,5.0,0.22,2020-03-03,471.0,,500.0
Joseph,Jeffrey,55,179.7,80.0,F,oui,aucun,Normandie,oui,oui,500,célibataire,3.0,0.33,2022-02-04,,5000.0,500.0
Smith,Kristen,73,182.0,36.2,F,non,aucun,Normandie,oui,oui,500,,,0.8,2022-03-09,,436.48,500.0
Ortiz,Christopher,34,177.1,83.0,F,oui,master,Occitanie,oui,non,3920,veuf,,0.12,2024-11-17,729.0,10000.0,500.0
Lynch,Frank,39,200.1,43.1,H,non,doctorat,Normandie,non,oui,3426,divorcé,,0.11,2024-06-30,594.0,10000.0,28143.50511048151
Payne,Lindsey,19,175.6,82.2,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,698,divorcé,1.0,0.43,2020-03-09,,,500.0
Barnes,Denise,68,186.7,82.6,F,oui,aucun,Bretagne,oui,oui,2126,divorcé,,0.65,2023-09-18,452.0,5000.0,500.0
Owens,Jon,68,170.3,78.5,H,non,doctorat,Corse,oui,oui,5945,célibataire,,0.72,2021-08-25,,10000.0,22420.520655672004
Hall,Sandy,36,165.5,84.5,H,non,bac+2,Île-de-France,oui,oui,1620,veuf,0.0,0.03,2022-03-18,,5000.0,500.0
Thomas,Sara,54,181.7,65.3,F,non,master,Normandie,non,non,1686,divorcé,,0.32,2024-10-24,,,500.0
Burns,Sharon,36,185.9,75.8,F,non,bac,Occitanie,non,non,1287,célibataire,0.0,0.14,2020-05-08,,,500.0
Barnes,Leslie,56,156.9,87.2,H,oui,aucun,Hauts-de-France,non,non,796,,,0.45,2020-06-22,,,500.0
Taylor,Richard,66,179.5,104.7,F,oui,master,Normandie,non,oui,2452,divorcé,5.0,0.18,2022-08-28,308.0,10000.0,17534.89400357983
Higgins,Ronald,31,163.7,57.0,F,non,bac+2,Hauts-de-France,non,oui,4036,célibataire,0.0,0.51,2022-03-24,519.0,5000.0,12920.371382483961
Richard,Adam,30,170.3,23.0,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,3989,,,0.91,2024-12-31,644.0,755.96,24865.847356930302
Lawson,Michael,73,167.0,83.5,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,1213,marié,0.0,0.31,2023-05-28,,,7897.997418082562
Munoz,Robert,43,173.6,32.3,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,1955,veuf,,0.1,2023-10-17,372.0,574.09,500.0
Morrison,Chad,50,186.3,74.6,F,non,master,Corse,oui,oui,3976,veuf,,0.68,2023-01-05,,5000.0,16670.575705068568
Williams,Caleb,42,181.9,89.2,F,non,bac+2,Île-de-France,non,non,2972,marié,,0.06,2023-04-12,700.0,,500.0
Green,Allen,20,179.4,40.0,F,non,bac,Île-de-France,non,oui,2395,marié,,0.16,2023-07-13,,,18453.277663798526
Gonzalez,Steve,73,140.2,61.2,H,non,bac,Hauts-de-France,non,non,3619,veuf,5.0,0.2,2024-07-10,,,500.0
Smith,Gary,42,176.4,80.0,H,oui,master,Corse,non,oui,2624,,,0.18,2020-01-03,309.0,,13104.240047847827
King,Keith,69,185.2,55.5,F,non,bac+2,Bretagne,oui,non,2158,veuf,,0.98,2020-07-16,594.0,1011.35,500.0
Dickerson,Michael,60,169.0,87.5,H,non,master,Bretagne,non,non,1546,marié,,0.22,2021-01-16,300.0,,500.0
Cain,Robert,59,161.5,69.2,F,oui,aucun,Occitanie,non,oui,1902,célibataire,3.0,0.72,2022-08-10,,1001.94,4830.1438625802675
Quinn,Michelle,18,185.4,61.1,F,non,bac+2,Corse,oui,non,1544,célibataire,3.0,0.03,2020-05-09,,,500.0
Gallagher,Karen,70,170.7,82.6,F,oui,master,Occitanie,non,oui,4606,,0.0,0.96,2023-05-23,637.0,10000.0,34189.91989980388
Williams,Mary,36,169.7,102.7,H,oui,doctorat,Occitanie,non,oui,1776,divorcé,,0.73,2023-04-21,484.0,10000.0,27990.566574634533
Cooper,Katherine,19,177.0,98.1,F,non,aucun,Corse,non,non,2098,marié,0.0,0.88,2020-12-12,761.0,556.38,500.0
Davis,Paul,36,171.7,74.0,F,non,aucun,Auvergne-Rhône-Alpes,non,non,1529,divorcé,,0.8,2024-10-13,640.0,973.0,500.0
Johnson,Daniel,31,158.3,84.6,H,oui,aucun,Corse,non,oui,2652,,,0.98,2020-07-07,,,1942.8634203416796
Figueroa,Jeffrey,59,166.0,47.9,H,oui,bac+2,Île-de-France,oui,oui,3403,,3.0,0.88,2021-09-06,635.0,,31210.785451419237
Ayala,Melanie,57,158.6,33.8,F,non,aucun,Auvergne-Rhône-Alpes,oui,non,3939,célibataire,2.0,0.27,2023-11-14,794.0,10000.0,500.0
Roberson,Matthew,66,178.6,71.0,F,non,aucun,Bretagne,non,non,2902,marié,,0.62,2023-11-23,476.0,,500.0
Frye,Mark,74,168.0,44.1,H,non,bac,Île-de-France,oui,oui,2747,,,0.25,2024-05-25,,,500.0
Ramirez,Mark,67,178.3,51.2,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3394,veuf,,0.48,2025-04-08,386.0,904.6,22311.806845096544
Mcdonald,Kevin,50,165.2,75.3,H,non,aucun,Bretagne,non,oui,3438,célibataire,,0.4,2025-02-18,,5000.0,12685.987988328541
Martinez,Matthew,61,174.9,59.1,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,644,célibataire,4.0,0.96,2023-08-10,,451.89,25780.259476805295
Martinez,Bradley,65,164.6,81.4,H,oui,master,Île-de-France,oui,non,2498,marié,,0.23,2024-06-10,,664.95,10398.866957384149
Tate,Jason,25,173.6,85.4,F,non,doctorat,Corse,non,non,3519,divorcé,,0.01,2023-12-31,795.0,,500.0
Cardenas,Linda,63,173.0,77.6,F,non,doctorat,Bretagne,oui,non,500,marié,4.0,0.5,2021-08-10,562.0,5000.0,500.0
Garcia,William,43,173.5,76.1,H,non,bac+2,Hauts-de-France,oui,oui,2886,marié,,0.24,2025-01-11,,719.32,500.0
Briggs,Roy,39,157.6,96.9,H,oui,aucun,Bretagne,oui,oui,4230,,,0.18,2024-04-25,814.0,679.38,14790.294765321354
Mayo,Carolyn,42,187.0,93.0,F,non,doctorat,Hauts-de-France,oui,non,1432,veuf,,0.34,2023-04-10,333.0,,500.0
Johnson,Patricia,31,145.3,99.1,H,oui,doctorat,Hauts-de-France,non,non,1973,célibataire,,0.39,2023-04-04,,5000.0,6311.631474749352
Chambers,Shannon,71,183.5,71.9,H,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,5519,marié,2.0,0.25,2024-09-19,,,18924.63953105682
Taylor,Nicole,59,175.8,68.4,F,non,aucun,Île-de-France,oui,non,2082,marié,5.0,0.05,2023-02-18,393.0,886.13,500.0
Williams,Matthew,46,168.8,86.2,F,non,master,Normandie,non,oui,2013,veuf,0.0,0.55,2024-04-06,,5000.0,13261.45443517397
Nelson,Hannah,73,159.7,74.7,H,non,aucun,Île-de-France,oui,oui,3496,marié,,0.14,2023-02-20,,10000.0,3825.22434013117
Byrd,Roger,57,161.5,53.2,H,non,bac+2,Hauts-de-France,non,oui,2796,marié,,0.98,2020-07-20,531.0,5000.0,8030.596828851952
Douglas,David,69,179.0,86.0,F,oui,bac,Bretagne,oui,non,500,marié,,0.84,2021-09-23,,348.23,500.0
Taylor,Nancy,68,189.4,59.0,H,non,doctorat,Occitanie,non,oui,2933,marié,3.0,0.22,2022-02-20,723.0,10000.0,30863.148732191665
Hunter,Frank,24,176.7,80.5,H,oui,bac+2,Corse,non,non,2611,célibataire,,0.18,2020-02-02,,10000.0,500.0
Lamb,Sean,41,184.0,69.4,H,non,bac+2,Normandie,oui,oui,668,marié,0.0,0.59,2020-07-19,,10000.0,500.0
Sharp,Shannon,46,164.6,70.7,F,oui,master,Île-de-France,oui,oui,4685,célibataire,,0.09,2020-08-07,,5000.0,31138.45402197355
Lawson,Jesse,48,186.3,72.7,F,non,bac+2,Normandie,oui,non,5436,célibataire,4.0,0.37,2023-04-25,498.0,,500.0
Oneal,Jessica,27,168.8,71.6,H,non,aucun,Île-de-France,oui,non,1387,,1.0,0.77,2024-01-26,,,500.0
Avery,Christopher,22,158.2,61.5,H,oui,aucun,Occitanie,oui,oui,2429,célibataire,2.0,0.29,2024-03-19,649.0,,2332.510420608602
Ayala,Holly,70,179.9,89.4,H,oui,bac+2,Occitanie,non,oui,2095,veuf,,0.28,2023-05-11,738.0,10000.0,26494.479300309446
Tyler,William,64,163.5,104.6,H,non,doctorat,Île-de-France,non,non,1998,veuf,,0.34,2024-08-11,781.0,5000.0,6263.151892722699
Pope,Bruce,54,164.4,100.3,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2214,veuf,2.0,0.89,2020-09-19,,965.23,21732.645617542137
Hebert,Holly,36,173.0,47.9,H,non,doctorat,Corse,oui,non,2231,veuf,3.0,0.12,2024-10-02,,628.27,500.0
Wells,Lisa,26,160.9,56.3,H,non,bac,Corse,oui,oui,3008,,,0.38,2020-08-13,333.0,5000.0,500.0
Jackson,Patricia,68,188.4,55.2,H,oui,doctorat,Bretagne,non,oui,2800,marié,,0.95,2020-04-23,,,44986.806217018784
King,Patricia,23,159.2,70.4,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,6195,,4.0,0.05,2023-05-16,615.0,630.27,500.0
Waller,Andrew,72,177.7,65.1,F,non,master,Occitanie,non,oui,2155,marié,,0.9,2024-08-16,,810.25,15334.817408043271
Kramer,Patricia,29,182.7,71.6,H,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2390,veuf,,0.26,2023-07-25,706.0,1628.35,42623.77057635103
Guerra,Preston,64,178.8,63.5,F,non,doctorat,Hauts-de-France,non,oui,1125,veuf,,0.31,2024-12-18,745.0,10000.0,21345.393368271423
Franklin,Kyle,70,162.4,70.7,F,non,aucun,Auvergne-Rhône-Alpes,oui,oui,3050,,,0.11,2020-07-17,,5000.0,500.0
Collins,Deanna,44,175.3,74.6,F,oui,bac+2,Île-de-France,non,non,1689,,,0.75,2023-05-10,587.0,10000.0,500.0
Faulkner,Samuel,20,166.0,58.1,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,3598,divorcé,,0.67,2020-11-12,,,7309.489507114342
Williams,Douglas,30,163.5,81.1,F,non,bac+2,Bretagne,non,non,2300,marié,,0.48,2021-10-15,794.0,5000.0,500.0
Caldwell,Hector,62,166.8,65.3,H,non,master,Corse,oui,non,973,célibataire,2.0,0.7,2020-04-29,309.0,5000.0,500.0
Ingram,Rachel,48,173.0,63.0,H,non,bac,Hauts-de-France,non,oui,500,divorcé,,0.47,2022-03-19,,5000.0,500.0
Patterson,Nicole,67,174.5,61.0,H,non,bac,Bretagne,non,oui,913,,3.0,0.66,2023-01-18,,460.44,9838.808737111673
Schmitt,Tiffany,39,166.6,64.3,F,oui,doctorat,Bretagne,oui,oui,2441,célibataire,,0.9,2024-06-08,,,21811.432851716818
Smith,Kathy,51,175.5,59.6,H,non,bac,Corse,non,non,4771,divorcé,,0.88,2024-03-20,,448.76,500.0
Martinez,James,42,155.0,84.0,F,non,bac+2,Île-de-France,oui,oui,1468,marié,,0.44,2024-02-21,656.0,640.65,14869.19087798925
Hanson,Jennifer,19,165.6,49.6,F,oui,aucun,Bretagne,oui,oui,1379,divorcé,4.0,0.5,2023-12-10,,601.76,500.0
Rodriguez,Megan,45,169.7,67.2,H,oui,doctorat,Occitanie,oui,non,2371,marié,,0.1,2025-04-06,,,6501.651971003308
Jacobs,Jason,46,177.4,60.9,F,oui,doctorat,Normandie,non,oui,3525,,,0.48,2020-07-30,,,26421.573184656674
Baker,Christian,50,160.3,62.3,F,non,bac,Occitanie,non,oui,2883,divorcé,,0.49,2023-10-23,527.0,10000.0,11628.88070886481
Washington,Richard,35,157.5,60.8,F,oui,doctorat,Corse,oui,non,4401,,,0.4,2020-10-05,514.0,380.09,500.0
Cruz,Daniel,53,159.2,79.4,H,oui,aucun,Occitanie,non,oui,2287,célibataire,0.0,0.1,2021-05-14,645.0,5000.0,8549.227824358428
Rios,Tasha,75,169.1,55.1,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2711,célibataire,4.0,0.6,2020-02-26,430.0,,12054.52227794225
Klein,Patrick,53,160.4,76.7,H,oui,bac,Normandie,oui,oui,3450,veuf,4.0,0.39,2025-01-22,,403.59,1084.2065490912057
Diaz,Daniel,56,183.6,73.2,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2552,divorcé,,0.11,2023-01-10,,,11704.5980442365
Lewis,Brooke,19,166.4,67.9,F,non,bac,Île-de-France,non,oui,2506,célibataire,,0.54,2020-06-13,,245.58,5267.705832043207
English,Nathan,66,167.7,43.4,F,non,bac,Corse,non,oui,1381,,2.0,0.87,2021-02-28,,,500.0
Harrington,Adam,42,178.0,67.5,H,non,doctorat,Bretagne,oui,oui,1593,marié,,0.61,2024-05-08,,10000.0,22912.514896318615
Butler,Rachel,53,167.4,89.9,F,non,master,Auvergne-Rhône-Alpes,oui,oui,3656,marié,,0.32,2020-10-13,469.0,1009.3,10476.085061846163
Diaz,Cassidy,67,151.2,51.7,F,oui,aucun,Occitanie,oui,oui,1817,divorcé,1.0,0.21,2021-03-14,,5000.0,500.0
Miller,Kristina,35,179.4,69.9,F,oui,aucun,Île-de-France,non,oui,2487,veuf,,0.37,2024-08-18,474.0,10000.0,6691.941821984046
Baker,Justin,35,175.6,57.4,F,oui,bac,Auvergne-Rhône-Alpes,non,oui,500,divorcé,,0.85,2023-08-22,,728.87,3130.7307078420517
Christian,Harold,68,163.3,60.1,F,non,bac,Occitanie,non,oui,1765,veuf,5.0,0.04,2021-10-31,719.0,1014.31,11315.479313698754
Jackson,Joseph,50,156.0,82.7,H,oui,bac,Corse,oui,oui,2248,veuf,,0.44,2024-06-12,,,1764.4702022187705
Hernandez,Deborah,67,175.9,74.9,F,oui,bac+2,Bretagne,non,non,4290,célibataire,3.0,0.18,2024-05-14,,,5352.589393528453
Guerrero,Danielle,36,173.2,79.3,F,oui,doctorat,Normandie,oui,non,1917,marié,2.0,0.44,2024-12-19,,10000.0,500.0
Norton,Edward,28,172.3,32.2,F,oui,bac+2,Normandie,oui,non,2366,célibataire,1.0,0.38,2021-01-16,,10000.0,500.0
Macdonald,Edward,29,175.9,63.5,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,2773,divorcé,,0.41,2023-06-07,,1053.73,500.0
Casey,Cristian,26,182.2,60.8,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,3980,,,0.62,2021-02-01,589.0,317.16,500.0
Moon,Stanley,62,164.9,90.6,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3489,,,0.58,2021-07-08,,10000.0,12376.566064326988
Taylor,Lucas,33,182.8,66.6,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,5649,,,0.18,2024-06-16,,5000.0,24491.85398456029
Powell,Patricia,51,166.3,74.5,F,oui,aucun,Hauts-de-France,non,oui,3768,marié,2.0,0.11,2021-09-30,737.0,5000.0,10202.092157423223
Walker,Charles,47,171.5,28.0,F,non,doctorat,Île-de-France,non,oui,2376,veuf,,0.38,2022-03-26,797.0,,30938.29304518157
Rios,Carol,53,152.8,100.5,H,oui,doctorat,Corse,non,non,1372,,5.0,0.54,2024-06-17,,10000.0,500.0
Williams,Tina,70,169.6,75.5,H,oui,bac,Normandie,non,oui,2850,divorcé,,0.87,2021-10-05,,5000.0,17339.923321311042
Ward,Daniel,28,185.5,76.9,F,non,master,Bretagne,non,non,2712,marié,2.0,0.56,2024-06-06,,5000.0,500.0
Cohen,Brian,75,164.3,92.2,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,969,,5.0,0.88,2022-03-13,559.0,5000.0,500.0
Beck,Anthony,30,165.4,76.6,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,3231,divorcé,,0.66,2023-03-17,,,500.0
Baker,Sandra,65,172.9,59.6,F,oui,bac+2,Hauts-de-France,oui,non,1197,célibataire,,0.45,2021-01-12,757.0,,500.0
Reyes,Jesse,29,163.0,68.9,H,oui,master,Corse,oui,oui,500,célibataire,0.0,0.99,2024-02-06,,,1594.5532043144772
Torres,Keith,29,149.8,76.9,H,oui,aucun,Île-de-France,non,oui,1799,divorcé,,0.48,2024-11-08,812.0,10000.0,19993.742894631334
Li,Mark,62,174.9,89.1,F,non,bac+2,Bretagne,oui,non,1883,marié,,0.27,2024-09-24,,10000.0,500.0
Peterson,Mary,26,193.9,54.7,F,oui,bac,Corse,oui,oui,4706,,2.0,0.29,2023-08-17,,795.45,500.0
Silva,Virginia,29,151.2,68.0,F,non,doctorat,Occitanie,non,oui,1346,,,0.78,2021-07-23,751.0,,22792.316636754782
Kerr,Brian,53,196.3,84.4,H,non,bac+2,Île-de-France,oui,oui,1559,,,0.91,2024-06-29,,,6651.520338185698
Lester,Kathleen,49,164.1,83.6,H,non,master,Corse,non,oui,4356,,,0.82,2025-02-26,766.0,,24906.477996123303
Santiago,Janet,52,163.4,95.3,H,oui,doctorat,Corse,non,oui,2145,veuf,2.0,0.77,2023-05-04,761.0,,32641.33059382787
Gordon,Regina,53,180.2,76.1,F,non,aucun,Occitanie,non,non,2162,célibataire,,0.3,2022-06-04,,5000.0,500.0
Clark,Kim,57,176.0,47.6,H,non,doctorat,Occitanie,oui,oui,2965,célibataire,,0.8,2022-10-14,,868.32,21355.494383579913
Rubio,Joseph,57,170.8,81.8,F,non,bac,Hauts-de-France,non,non,1610,,,0.8,2021-04-18,,10000.0,500.0
Alvarez,Angelica,37,173.8,71.2,F,oui,doctorat,Normandie,non,non,1133,célibataire,5.0,0.47,2021-07-06,444.0,5000.0,500.0
Moore,Colton,69,171.8,70.0,F,non,master,Hauts-de-France,oui,non,2137,veuf,,0.94,2021-12-17,,10000.0,500.0
Ramos,Catherine,61,154.4,69.5,H,non,bac,Hauts-de-France,non,oui,4714,marié,,0.91,2024-08-17,738.0,10000.0,25363.804535892206
Miller,Jean,58,168.0,72.4,H,non,bac,Hauts-de-France,oui,oui,1859,célibataire,0.0,0.21,2023-10-11,518.0,10000.0,500.0
Woods,Rebecca,41,164.3,44.4,F,oui,doctorat,Corse,oui,oui,3588,célibataire,,0.91,2021-02-21,733.0,10000.0,20569.483499131402
Cruz,Michael,32,185.2,61.7,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,4489,veuf,3.0,0.27,2020-05-14,,,14230.90256129055
Valenzuela,Toni,56,178.5,86.4,F,non,aucun,Bretagne,non,oui,3262,célibataire,1.0,0.25,2022-03-13,436.0,10000.0,500.0
Terrell,David,70,164.6,64.5,H,non,master,Provence-Alpes-Côte d’Azur,oui,non,3177,divorcé,2.0,1.0,2022-09-24,,,500.0
Cisneros,Zachary,46,168.9,77.4,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,4495,veuf,,0.01,2024-01-20,490.0,5000.0,500.0
Hanson,Denise,62,159.0,81.8,F,oui,aucun,Occitanie,oui,oui,2224,veuf,,0.0,2025-05-14,453.0,,500.0
Trujillo,Gregory,55,174.9,57.2,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1542,divorcé,4.0,0.03,2022-07-28,388.0,588.53,26286.060361199252
King,Michael,63,140.2,114.5,F,oui,doctorat,Bretagne,non,oui,2795,divorcé,,0.58,2025-01-19,414.0,10000.0,26108.772041703738
Hunter,Michelle,52,169.1,83.9,H,non,bac,Auvergne-Rhône-Alpes,oui,non,4200,,4.0,0.36,2020-08-29,,976.84,500.0
Moses,Tracey,41,164.7,52.7,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,3448,célibataire,,0.46,2022-01-29,709.0,5000.0,21788.3348287168
Murray,David,57,178.4,61.6,F,non,bac+2,Corse,non,non,1362,,4.0,0.81,2020-09-18,,,500.0
Thompson,Shannon,20,166.8,69.8,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,non,4052,célibataire,,0.57,2023-04-01,,5000.0,500.0
Garcia,Rhonda,64,164.0,57.1,F,non,aucun,Occitanie,non,oui,1240,,4.0,0.98,2021-02-04,,5000.0,8009.04689857999
Smith,Kelly,58,165.6,68.0,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,4018,,,0.11,2020-12-11,,,7823.872987793712
Malone,Amy,66,165.9,65.8,H,oui,doctorat,Corse,non,oui,3700,célibataire,0.0,0.31,2020-12-17,514.0,10000.0,32854.247545834616
Hebert,David,41,159.5,52.0,H,oui,aucun,Bretagne,oui,non,2306,,,0.55,2020-09-18,,5000.0,500.0
Ellis,James,18,176.4,66.9,F,non,master,Corse,oui,oui,4257,,,0.8,2021-12-26,555.0,10000.0,7885.927777580602
Garcia,Roy,24,157.1,49.6,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,4525,célibataire,,0.04,2020-06-21,660.0,10000.0,500.0
Sanford,Jennifer,32,172.9,80.4,F,oui,master,Bretagne,oui,oui,3075,célibataire,,0.19,2025-02-24,,5000.0,16035.957560055484
Harrington,Martin,30,200.2,66.3,F,non,bac,Corse,non,oui,2560,célibataire,0.0,0.0,2021-05-22,771.0,10000.0,3041.551620678011
Orozco,William,55,178.7,52.1,H,non,master,Normandie,non,oui,2185,,2.0,0.15,2024-04-12,805.0,591.48,25160.812747820626
Burton,Sandra,52,177.1,74.9,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2329,veuf,1.0,0.64,2020-07-05,,,15829.582667960049
Valdez,Joel,19,181.4,55.7,H,non,doctorat,Hauts-de-France,oui,oui,2744,veuf,,0.87,2022-02-27,794.0,,18587.23242709451
White,Corey,60,172.8,38.3,F,non,doctorat,Corse,oui,non,3369,marié,,0.72,2022-05-15,,,500.0
Sandoval,Natalie,73,183.5,47.2,F,non,bac,Bretagne,non,non,2188,marié,4.0,0.27,2025-01-26,,5000.0,500.0
Mclaughlin,Roberta,33,184.4,91.0,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2669,,,0.92,2022-04-28,,,44837.426830860495
Walker,Daniel,41,169.6,69.7,F,oui,bac+2,Corse,oui,oui,2729,marié,0.0,0.38,2020-10-29,,,1962.7118912909996
Houston,Michael,21,164.3,54.4,F,non,doctorat,Île-de-France,non,oui,753,marié,5.0,0.64,2020-08-28,462.0,10000.0,11845.682562603517
Alexander,Bryan,70,179.6,91.2,H,non,aucun,Bretagne,oui,oui,4196,divorcé,,0.86,2020-05-26,,,4807.284500145533
Foster,Heather,36,182.3,57.7,H,non,master,Auvergne-Rhône-Alpes,non,non,3112,célibataire,,0.11,2022-01-31,,1398.92,8394.1238709234
Conrad,Tonya,26,173.8,72.9,H,oui,master,Normandie,oui,oui,2840,,,0.13,2022-11-19,,904.88,12354.768134007049
Fitzgerald,John,26,174.8,52.4,H,oui,bac,Bretagne,non,non,2791,marié,,0.97,2024-09-21,,,500.0
Rosario,Janet,53,147.2,72.0,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,2907,divorcé,1.0,0.52,2024-07-21,,5000.0,11375.490991298562
Norton,Daniel,62,174.5,68.0,F,oui,bac,Île-de-France,oui,non,1703,marié,,0.48,2024-11-12,726.0,10000.0,500.0
Martinez,Adam,66,169.0,73.8,H,non,master,Normandie,non,non,1443,célibataire,5.0,0.29,2020-06-30,435.0,10000.0,500.0
Hamilton,Christopher,62,178.4,52.1,H,non,bac+2,Occitanie,oui,oui,2743,divorcé,3.0,0.0,2021-10-17,613.0,595.37,9070.425185200973
Romero,Charles,29,167.8,51.4,F,non,aucun,Bretagne,non,non,500,veuf,,0.08,2022-03-08,,10000.0,500.0
Green,David,20,165.4,79.9,F,oui,bac,Corse,non,oui,2955,célibataire,,0.52,2024-07-11,,,6917.170950469479
Johnston,Darrell,60,159.3,57.9,H,oui,master,Occitanie,oui,non,3934,divorcé,,0.05,2020-11-29,562.0,,2055.7293409026743
Barnett,Marvin,36,174.1,49.3,H,non,aucun,Occitanie,non,oui,3276,marié,,0.36,2021-02-03,688.0,10000.0,15483.35414571364
White,Victor,23,163.8,46.9,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,2552,veuf,,0.85,2024-01-13,,10000.0,2756.233226044296
Ross,Tina,40,156.7,55.8,F,non,bac+2,Corse,oui,non,2315,veuf,,0.15,2023-05-16,,,500.0
Lewis,Jeremiah,41,176.7,72.9,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3018,divorcé,,0.31,2023-11-29,,913.95,500.0
Ellis,Betty,48,159.4,60.8,F,oui,bac,Île-de-France,oui,oui,2279,célibataire,1.0,0.16,2021-05-05,490.0,,12172.858863110296
Solis,Angelica,55,158.1,55.3,H,non,bac,Hauts-de-France,non,non,3151,,,0.06,2025-04-30,389.0,,500.0
Wright,Kelly,56,167.1,74.1,F,non,bac+2,Corse,non,oui,4386,veuf,,0.7,2024-08-31,,5000.0,8797.71383508148
Sullivan,Lisa,54,187.0,66.3,F,oui,aucun,Occitanie,oui,oui,722,divorcé,,0.97,2020-03-18,,,500.0
Brown,Joshua,59,168.5,77.1,H,non,doctorat,Île-de-France,non,oui,1780,,0.0,0.74,2021-11-27,,672.02,24301.601444520653
Alexander,Tyler,54,181.0,78.6,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,3612,divorcé,,0.81,2024-05-21,,5000.0,9179.229603239315
Garcia,David,53,177.9,83.7,F,non,aucun,Occitanie,oui,non,2790,,5.0,0.48,2024-09-07,,10000.0,500.0
Maxwell,David,40,156.4,88.0,H,oui,bac+2,Bretagne,oui,oui,1999,veuf,,0.92,2021-08-24,,10000.0,12673.561119594773
Evans,James,23,164.5,70.8,H,oui,aucun,Bretagne,oui,non,3542,marié,0.0,0.5,2024-06-23,,5000.0,500.0
Hernandez,Christian,34,185.9,65.1,H,non,doctorat,Corse,non,oui,2968,divorcé,,0.48,2022-01-28,609.0,5000.0,27837.453226725225
Maddox,Perry,57,190.6,60.9,F,non,bac,Auvergne-Rhône-Alpes,oui,non,987,divorcé,,0.09,2020-02-06,,5000.0,500.0
Sullivan,Melinda,30,180.2,82.6,H,oui,aucun,Corse,oui,oui,2749,,2.0,0.47,2025-01-28,,5000.0,500.0
Collins,Alexis,34,153.4,71.1,F,non,doctorat,Corse,oui,oui,3244,marié,,0.6,2024-10-07,,62.73,2065.642686591002
Oconnor,Matthew,53,170.5,54.0,H,non,aucun,Hauts-de-France,oui,oui,533,divorcé,4.0,0.3,2020-08-11,,,500.0
Ball,Lisa,42,162.0,35.5,H,oui,bac+2,Bretagne,oui,oui,2016,,0.0,0.98,2021-07-19,676.0,,20634.27309601286
Shaw,Robert,62,193.4,78.3,H,non,bac+2,Bretagne,non,oui,500,,,0.74,2023-08-31,646.0,5000.0,15126.929454145717
Crawford,Amanda,43,161.6,53.4,F,oui,master,Occitanie,non,oui,1542,marié,,0.04,2020-09-06,586.0,,17364.981102698697
Stone,Melissa,28,156.5,99.0,H,non,doctorat,Corse,oui,oui,3381,,,0.72,2020-12-03,435.0,,9241.057491746678
